CCN,critical_access,teaching_status,urban_rural,referral_center,ownership_type_simple,medicaid_caseload,disproportionate_percentage,charity_care_burden,uncomp_burden
251335,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.035714286,NA,0.013195608,0.030600148
251336,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.039177277,NA,0.024872196,0.051747664
251337,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.03649635,NA,0.002561838,0.048040161
251338,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.0456621,NA,0,0.031419703
251339,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0,NA,0,0.067193362
252003,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
252004,Not Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0,NA,0,0
252005,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
252006,Not Critical Access,Non Teaching,Rural,Non Referral Center,Proprietary,0,NA,0,0
252007,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
252008,Not Critical Access,Non Teaching,Rural,Non Referral Center,Proprietary,0,NA,0,0
252013,Not Critical Access,Non Teaching,Rural,Non Referral Center,Proprietary,0.002202643,NA,0,0
252014,Not Critical Access,Non Teaching,Rural,Non Referral Center,Proprietary,0,NA,0,0
253027,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.033407572,NA,0,0
254005,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.255541069,NA,0.024554228,0.035683361
254007,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.731428571,NA,0.053799967,0.061741117
254008,Not Critical Access,Non Teaching,Urban,Non Referral Center,Governmental,0,NA,0,0
254009,Not Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,NA,0,0
254010,Not Critical Access,Teaching,Urban,Non Referral Center,Governmental,0,NA,0,0
254011,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.438110113,NA,0.104833563,0.137434664
254012,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.338017751,NA,0,0
260001,Not Critical Access,Non Teaching,Rural,Referral Center,Nonprofit,0.123238444,0.4049,0.03142273,0.05280862
260005,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.074205708,0.3479,0.017952117,0.040562269
260006,Not Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.097075465,0.3046,0.037928109,0.049290747
260009,Not Critical Access,Teaching,Rural,Referral Center,Governmental,0.093270366,0.2755,0.006887654,0.024001061
260011,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.073300015,0.2946,0.017373626,0.035926271
260017,Not Critical Access,Non Teaching,Rural,Referral Center,Nonprofit,0.123446958,0.3456,0.012141409,0.083790704
260020,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.042602634,0.3019,0.018144809,0.039993864
260022,Not Critical Access,Teaching,Rural,Referral Center,Proprietary,0.022111913,0.3767,0.018102825,0.05778849
260023,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.337358331,0.3185,0.038588214,0.056456328
260024,Not Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.065895954,0.398,8.01E-05,0.071063086
260025,Not Critical Access,Non Teaching,Rural,Referral Center,Nonprofit,0.081203331,0.223533333,0.011136542,0.038666471
260027,Not Critical Access,Teaching,Urban,Non Referral Center,Proprietary,0.129512572,0.3591,0.060255088,0.066954404
260032,Not Critical Access,Teaching,Rural,Referral Center,Nonprofit,0.10934908,0.349,0.023259549,0.047541145
260034,Not Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.089392133,NA,0.010279372,0.054162505
260040,Not Critical Access,Teaching,Rural,Non Referral Center,Nonprofit,0.111664227,0.3506,0.016067133,0.034256442
260047,Not Critical Access,Teaching,Rural,Referral Center,Nonprofit,0.072215709,0.2021,0.026335436,0.067756312
260048,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.272181454,0.8406,0.053010169,0.076212856
260050,Not Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.03626943,0.262,0.033756108,0.044351726
260052,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.048278031,0.2059,0.031456591,0.062694545
260057,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.063384434,0.222466667,0.000840505,0.071921384
260059,Not Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.237946149,0.2544,0.036134811,0.059863674
260061,Not Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.086524823,0.2788,0.02569233,0.10913345
260062,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.117416131,0.2888,0.03055504,0.064421746
260065,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.273333991,0.3358,0.030723155,0.056325658
260068,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.039874515,0.134,0.006718329,0.030988361
260070,Not Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.071729958,0.3495,0.0024398,0.11748957
260074,Not Critical Access,Teaching,Rural,Non Referral Center,Proprietary,0.054675524,0.16465,0.023545831,0.071277034
260077,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.230988805,0.2341,0.019137711,0.058504762
260078,Not Critical Access,Non Teaching,Rural,Referral Center,Nonprofit,0.106405618,0.3936,0.004283782,0.026769961
260081,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.041877934,0.1737,0.014657897,0.032789879
260085,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.048936657,0.1562,0.021354058,0.06943605
260091,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.063597765,0.6201,0.013980951,0.022079417
260094,Not Critical Access,Non Teaching,Rural,Referral Center,Nonprofit,0.076981308,0.270666667,0.022386078,0.045568377
260095,Not Critical Access,Teaching,Urban,Non Referral Center,Proprietary,0.084919384,0.2341,0.052571223,0.059029742
260096,Not Critical Access,Non Teaching,Urban,Non Referral Center,Governmental,0.056422096,0.2331,0.031955606,0.041517325
260097,Not Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.074445839,0.3263,0.00309137,0.065200781
260102,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.160632877,0.6952,0.037498424,0.067522824
260104,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.099243017,0.365,0.020501737,0.052233812
260105,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.104874137,0.4088,0.023822363,0.052408315
260108,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.023733293,0.1191,0.016640987,0.023668593
260110,Not Critical Access,Non Teaching,Urban,Referral Center,Nonprofit,0.069112763,0.2369,0.007144502,0.049385066
260113,Not Critical Access,Non Teaching,Rural,Referral Center,Nonprofit,0.138920781,0.3544,0,0.05842086
260119,Not Critical Access,Teaching,Rural,Referral Center,Proprietary,0.360714286,0.4836,0.013114672,0.131385308
260137,Not Critical Access,Teaching,Rural,Referral Center,Nonprofit,0.096250348,0.3746,0.027625191,0.034907988
260138,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.079742057,0.3029,0.015151814,0.066996362
260141,Not Critical Access,Teaching,Rural,Referral Center,Governmental,0.145172843,0.4152,0.030192947,0.047835501
260142,Not Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.040090772,0.2996,0.006939359,0.054581911
260160,Not Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.196454948,0.5324,0.003157662,0.055670678
260162,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.046287947,NA,0.017066909,0.023030972
260163,Not Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.102594906,0.2918,0.064879368,0.075757259
260175,Not Critical Access,Non Teaching,Rural,Referral Center,Governmental,0.081488934,0.2769,0.021076246,0.056771116
260176,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.022786121,0.0295,0.008138015,0.040044589
260177,Not Critical Access,Non Teaching,Urban,Non Referral Center,Governmental,0.056199056,0.1887,0.004412506,0.018743065
260179,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.019518774,0.0439,0.007575078,0.014572039
260180,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.107333779,0.2723,0.067923813,0.08686503
260183,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.066658616,0.3693,0.03054552,0.033100916
260186,Not Critical Access,Non Teaching,Rural,Referral Center,Nonprofit,0.091650485,0.2327,0.019399296,0.068983509
260190,Not Critical Access,Teaching,Urban,Non Referral Center,Proprietary,0.054934545,0.120166667,0.029018335,0.048510183
260191,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.03394958,0.0591,0.02014636,0.044601545
260193,Not Critical Access,Teaching,Urban,Non Referral Center,Proprietary,0.032379755,0.0178,0,0.055643177
260195,Not Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.054885655,0.3358,0.001887642,0.033060308
260200,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.036248611,0.156,0.015916061,0.041054226
260210,Not Critical Access,Teaching,Urban,Non Referral Center,Proprietary,0.32664489,0.5966,0.05475971,0.167041963
260214,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.091564095,0.1691,0.103761712,0.115767502
260216,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.043841845,0.1253,0.013277075,0.033386336
260219,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.0269329,0.1535,0.028347497,0.049537922
261301,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.05,NA,0,0.118285857
261302,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.112798265,NA,0.001962941,0.034173036
261303,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.032894737,NA,0.010537998,0.049345377
261305,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.095588235,NA,0.006244824,0.194808911
261306,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.104895105,NA,0.00088403,0.031292918
261307,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.076923077,NA,0.000660433,0.083154491
261308,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.119485294,NA,0.002072712,0.057854934
261309,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.035874439,NA,0.009613004,0.082341811
261310,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.147196262,NA,0.029330549,0.130944415
261311,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.034688995,NA,0.001557177,0.02986266
261312,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.036437247,NA,0.005380438,0.084480863
261313,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.037564767,NA,0.002895582,0.020721294
261314,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.047945205,NA,0.004651966,0.044486265
261315,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.296296296,NA,0.011171073,0.012762129
261316,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.076005961,NA,0,0.075467515
261317,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.063953488,NA,0.001267272,0.308122629
261318,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.104631218,NA,0.003329401,0.068677893
261319,Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.058064516,NA,0.056851787,0.238414099
261320,Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.083989501,NA,0.037806891,0.064914085
261321,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.059193955,NA,0.009553165,0.090666687
261322,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.068027211,NA,0.036460828,0.080348516
261323,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.086956522,NA,0.002860244,0.03647174
261324,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.092611863,NA,0.00285137,0.042258469
261325,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.101659751,NA,0.041164515,0.090370219
261327,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.080604534,NA,0.003416614,0.09159292
261328,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.027237354,NA,0.054953527,0.118456568
261329,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.087869086,NA,0.024475666,0.065437688
261330,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.077586207,NA,0.00376804,0.021208585
261331,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.130357143,NA,0.053476624,0.070619963
261332,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.035573123,NA,0.007884084,0.039910534
261333,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.051886792,NA,0.000276691,0.044975447
261335,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.038461538,NA,0.034828408,0.160267352
261336,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.129496403,NA,0.023218419,0.05519344
261337,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.130785791,NA,0.073902265,0.088823302
261338,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.038327526,NA,0.149182248,0.192551088
262010,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.173041894,NA,0,0
262013,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.031941032,NA,0,0
262015,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.130612245,NA,0,0
262016,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.136054422,NA,0,0
262017,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.178151261,NA,0,0
262018,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.284530387,NA,0,0
262019,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.19760479,NA,0,0
262020,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.196721311,NA,0,0
263027,Not Critical Access,Teaching,Urban,Non Referral Center,Proprietary,0.18543956,NA,0,0
263028,Not Critical Access,Teaching,Urban,Non Referral Center,Proprietary,0.172093023,NA,0,0
263029,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.026315789,NA,0,0
263030,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.060409924,NA,0,0
263031,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.098494354,NA,0,0
263032,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.157142857,NA,0,0
263033,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.355555556,NA,0,0
263301,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.043238049,NA,0,0
263302,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.03461726,NA,0,0
263303,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.203921569,NA,0,0
263304,NA,NA,NA,NA,Proprietary,NA,NA,NA,NA
264004,Not Critical Access,Non Teaching,Urban,Non Referral Center,Governmental,0.25,NA,0,0
264005,Not Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.105263158,NA,0,0
264007,Not Critical Access,Non Teaching,Urban,Non Referral Center,Governmental,0.076923077,NA,0,0
264008,Not Critical Access,Teaching,Urban,Non Referral Center,Governmental,0.008695652,NA,0,0
264010,Not Critical Access,Non Teaching,Urban,Non Referral Center,Governmental,0.032967033,NA,0,0
264012,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.011783439,NA,0,0
264020,NA,NA,NA,NA,Nonprofit,NA,NA,NA,NA
264024,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.224229543,NA,0,0
264028,NA,NA,NA,NA,Governmental,NA,NA,NA,NA
264030,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.003065134,NA,0,0
264031,Not Critical Access,Non Teaching,Rural,Non Referral Center,Proprietary,0.249589491,NA,0,0
264032,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.088281661,NA,0,0
264033,NA,NA,NA,NA,Proprietary,NA,NA,NA,NA
264034,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.064908722,NA,0,0
270003,Not Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.583304528,0.2513,0,0
270004,Not Critical Access,Teaching,Rural,Referral Center,Nonprofit,0.317682927,0.3308,0.013361738,0.01831022
270012,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.287076077,0.3781,0.002392614,0.00647289
270014,Not Critical Access,Teaching,Urban,Referral Center,Nonprofit,0.177514172,0.2782,0.009796392,0.013680082
270017,Not Critical Access,Non Teaching,Rural,Referral Center,Nonprofit,0.217710886,0.2844,0.009621321,0.012672644
270023,Not Critical Access,Teaching,Urban,Non Referral Center,Proprietary,0.220415031,0.43405,0.004620097,0.01055794
270032,Not Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.334229391,0.5081,0.002114332,0.009328104
270049,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.245303468,0.3457,0.010167019,0.014658692
270051,Not Critical Access,Teaching,Rural,Referral Center,Nonprofit,0.33385539,0.2936,0.007276284,0.015410505
270057,Not Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.175719366,0.1936,0.015532971,0.026277097
270074,Not Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.47696477,0.6272,0,0
270086,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.122433744,0.0262,0.000300411,0.071613082
271300,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.548387097,NA,0.024101085,0.024101085
271301,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.092592593,NA,0.008129182,0.061573987
271302,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.027777778,NA,0,0.080839747
271303,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.25,NA,0.033531861,0.071334033
271304,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.181818182,NA,0.000369141,0.030354796
271305,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0,NA,0.000154822,0.032461397
271306,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.162162162,NA,0.008378455,0.025526747
271307,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,NA,0.002509367,0.040549459
271308,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.162790698,NA,0.011170583,0.027305586
271309,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0,NA,0.000901952,0.071901695
271310,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0,NA,0,0.053797345
271311,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0,NA,0,0.083083033
271312,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.048387097,NA,0.000357993,0.028197708
271313,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.023255814,NA,0.006060991,0.021884048
271314,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.197452229,NA,0.013585167,0.04205216
271315,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.681818182,NA,0,0
271316,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.202797203,NA,0.005057426,0.032618759
271317,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.15701559,NA,0.004034518,0.050973325
271318,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.137420719,NA,0.011649251,0.019699368
271319,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.051282051,NA,0.003706668,0.030451763
271320,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.264388489,NA,0.011911953,0.023749922
271321,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.107142857,NA,0.002280992,0.050549681
271322,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.033333333,NA,0.006272835,0.042649911
271323,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.167318982,NA,0.015322088,0.025617796
271324,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.096153846,NA,0.001693772,0.018124761
271325,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.409482759,NA,0.006177003,0.057769967
271326,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.064102564,NA,0,0.019084811
271327,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.08,NA,0.007083654,0.062003715
271328,Critical Access,Non Teaching,Rural,Non Referral Center,Proprietary,0.25,NA,0.001183323,0.026134357
271329,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.06116208,NA,0,0.016139515
271330,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.026315789,NA,0.025392644,0.045412303
271331,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.05982906,NA,0.010130353,0.025607432
271332,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.172752809,NA,0.00521925,0.016387708
271333,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.058823529,NA,0.010904797,0.029144631
271334,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.133333333,NA,0.001400469,0.083896801
271335,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.202396804,NA,0.006828199,0.011709571
271336,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.53192848,NA,0.003562493,0.0318627
271337,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.222222222,NA,0.023289274,0.095554388
271338,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.463414634,NA,0.005004767,0.176544405
271339,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.434022258,NA,0,0
271340,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.175845411,NA,0.00247234,0.064619422
271341,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.544025157,NA,0.012307037,0.012307037
271342,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.055555556,NA,0.00480555,0.013683804
271343,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.288306452,NA,0.010359395,0.016479567
271344,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.149488592,NA,0.007040169,0.014675398
271345,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.073604061,NA,0.001326224,0.011795314
271346,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.078947368,NA,0.006595937,0.055901551
271347,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.151923077,NA,0.024965249,0.058517346
271389,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.058823529,NA,0.016355492,0.048767786
272001,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.296593186,NA,0,0
273025,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.053110774,NA,0,0
274004,Not Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.766859345,NA,0,0
280003,Not Critical Access,Teaching,Rural,Non Referral Center,Nonprofit,0.001564262,0.2446,0.025707729,0.057712962
280009,Not Critical Access,Teaching,Rural,Referral Center,Nonprofit,0.019455253,0.3096,0.021975424,0.08686851
280013,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.037913798,0.31,0.007182667,0.032648497
280020,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.01105893,0.3126,0.029733876,0.121969448
280023,Not Critical Access,Teaching,Urban,Referral Center,Nonprofit,0.009466866,0.1966,0.023090528,0.08953707
280032,Not Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.000898473,0.2238,0.010103434,0.049286079
280040,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.003943568,0.2068,0.015087312,0.043439918
280060,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.007932721,0.4521,0.025394966,0.078068541
280061,Not Critical Access,Non Teaching,Rural,Referral Center,Nonprofit,0.230647352,0.2391,0.013530405,0.086253428
280065,Not Critical Access,Non Teaching,Rural,Referral Center,Nonprofit,0.13777254,0.2006,0.021244352,0.038671812
280077,Not Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.199149109,0.1956,0.029690999,0.084097517
280081,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.005531653,0.4441,0.024074029,0.09390942
280105,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0,NA,0.029721805,0.085650239
280111,Not Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.100551809,NA,0.003040239,0.06220688
280125,Not Critical Access,Non Teaching,Rural,Referral Center,Nonprofit,0.140506329,0.259,0.002328006,0.042654929
280127,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.004878049,NA,0.00126141,0.029392401
280128,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0,NA,0.007803131,0.021234436
280129,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.039711191,NA,0.014813078,0.034775465
280130,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.001982161,NA,0.023103703,0.072102679
280131,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.022769231,NA,0.001745855,0.006320311
280132,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.000997506,NA,0.013736953,0.073989443
280133,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0.002163209,0.002853644
280134,Not Critical Access,Non Teaching,Rural,Non Referral Center,Proprietary,0.000730727,NA,0.044256607,0.065275396
280139,Not Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.164006604,0.2601,0.027511435,0.133425594
281300,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,NA,0,0.042802909
281301,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.073913043,NA,0,0.008089181
281302,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.029411765,NA,0.000203097,0.05422695
281303,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0,NA,0.00029863,0.05499773
281304,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.054054054,NA,0.002887483,0.042520222
281305,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.056074766,NA,0.001422788,0.072200201
281306,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,NA,0.001783021,0.017319769
281307,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.018018018,NA,0.001125668,0.029578324
281308,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.080808081,NA,0.00097604,0.028748987
281309,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,NA,0.002641708,0.038580481
281310,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.03539823,NA,0.010983937,0.056472026
281311,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.058823529,NA,0.000117349,0.020091599
281312,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.068965517,NA,5.18E-05,0.001772647
281313,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.2,NA,0.001376303,0.017001794
